Code,Name,ListingDate,Shares,ListingBoard,Sector,LastPrice,MarketCap,MinutesFirstAdded,MinutesLastUpdated,HourlyFirstAdded,HourlyLastUpdated,DailyFirstAdded,DailyLastUpdated
KEEN,Kencana Energi Lestari Tbk.,2019-09-02,3666312500.0,Utama,Infrastructures,630,2309776875000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-09-02,2022-12-19
KEJU,Mulia Boga Raya Tbk.,2019-11-25,1500000000.0,Pengembangan,Consumer Non-Cyclicals,1390,2085000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-11-25,2022-12-19
KETR,Ketrosden Triasmitra Tbk.,2021-01-11 00:00:00,2841262838.0,Utama,Infrastructures,234,664855504092.0,2022-11-07 09:00:00,2022-12-19 15:59:00,2022-11-07 09:00:00,2022-12-19 15:00:00,2022-11-07,2022-12-19
KIAS,Keramika Indonesia Assosiasi T,1994-12-08,14929100000.0,Pengembangan,Industrials,50,746455000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-16
KICI,Kedaung Indah Can Tbk,1993-10-28,276000000.0,Utama,Consumer Cyclicals,204,56304000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
KIJA,Kawasan Industri Jababeka Tbk.,1995-01-10,20824888369.0,Utama,Properties & Real Estate,146,3040433701874.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
KINO,Kino Indonesia Tbk.,2015-12-11,1428571500.0,Utama,Consumer Non-Cyclicals,1530,2185714395000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2015-12-11,2022-12-19
KIOS,Kioson Komersial Indonesia Tbk,2017-10-05,717239900.0,Pengembangan,Technology,248,177875495200.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-10-05,2022-12-19
KJEN,Krida Jaringan Nusantara Tbk.,2019-07-01,500000000.0,Pengembangan,Transportation & Logistic,196,98000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-07-01,2022-12-19
KKES,Kusuma Kemindo Sentosa Tbk.,2022-08-08,1500000000.0,Pengembangan,Basic Materials,131,196500000000.0,2022-08-08 09:00:00,2022-12-19 15:59:00,2022-08-08 09:00:00,2022-12-19 15:00:00,2022-08-08,2022-12-19
KKGI,Resource Alam Indonesia Tbk.,1991-07-01,5000000000.0,Utama,Energy,464,2320000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
KLBF,Kalbe Farma Tbk.,1991-07-30,46875122110.0,Utama,Healthcare,2170,101719014978700.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
KLIN,Klinko Karya Imaji Tbk.,2022-08-09,1307500000.0,Akselerasi,Consumer Cyclicals,38,49685000000.0,2022-08-09 09:00:00,2022-12-19 15:59:00,2022-08-09 09:00:00,2022-12-19 15:00:00,2022-08-09,2022-12-19
KMDS,Kurniamitra Duta Sentosa Tbk.,2020-09-07,800000000.0,Pengembangan,Consumer Non-Cyclicals,560,448000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-09-07 09:00:00,2022-12-19 15:00:00,2020-09-07,2022-12-19
KMTR,Kirana Megatara Tbk.,2017-06-19,8215366379.0,Pengembangan,Basic Materials,266,2185287456814.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-06-19,2022-12-19
KOBX,Kobexindo Tractors Tbk.,2012-07-05,2272500000.0,Utama,Industrials,372,845370000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-07-05,2022-12-19
KOIN,Kokoh Inti Arebama Tbk,2008-04-09,980843732.0,Pengembangan,Industrials,135,132413903820.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2008-04-09,2022-12-19
KONI,Perdana Bangun Pusaka Tbk,1995-08-22,312000000.0,Pengembangan,Industrials,2620,817440000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
KOPI,Mitra Energi Persada Tbk.,2015-05-04,697266668.0,Pengembangan,Energy,645,449737000860.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2015-05-04,2022-12-19
KOTA,DMS Propertindo Tbk.,2019-07-09,10546185701.0,Utama,Properties & Real Estate,50,527309285050.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2019-07-09,2022-12-19
KPAL,Steadfast Marine Tbk.,2018-06-08,1069009400.0,Utama,Industrials,50,53450470000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-06-08,2022-12-16
KPAS,Cottonindo Ariesta Tbk.,2018-10-05,768043253.0,Pengembangan,Consumer Non-Cyclicals,62,47618681686.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2018-10-05,2022-12-16
KPIG,MNC Land Tbk.,2000-03-30,80625726664.0,Pengembangan,Consumer Cyclicals,74,5966303773136.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
KRAH,Grand Kartech Tbk.,2013-11-08,971190000.0,Pengembangan,Industrials,436,423438840000.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2013-11-08,2022-12-16
KRAS,Krakatau Steel (Persero) Tbk.,2010-11-10,19346396900.0,Utama,Basic Materials,332,6423003770800.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2010-11-10,2022-12-19
KREN,Kresna Graha Investama Tbk.,2002-06-28,18208470100.0,Utama,Technology,50,910423505000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2002-06-28,2022-12-19
KRYA,Bangun Karya Perkasa Jaya Tbk.,2022-07-25,1625000000.0,Pengembangan,Infrastructures,418,679250000000.0,2022-07-25 09:00:00,2022-12-19 15:59:00,2022-07-25 09:00:00,2022-12-19 15:00:00,2022-07-25,2022-12-19
KUAS,Ace Oldfields Tbk.,2021-10-25,1292570540.0,Pengembangan,Industrials,56,72383950240.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-10-25 09:00:00,2022-12-19 15:00:00,2021-10-25,2022-12-19
LABA,Ladangbaja Murni Tbk.,2021-06-10,1000118550.0,Pengembangan,Industrials,92,92010906600.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-06-10 09:00:00,2022-12-19 15:00:00,2021-06-10,2022-12-19
LAND,Trimitra Propertindo Tbk.,2018-08-23,2792620000.0,Pengembangan,Properties & Real Estate,50,139631000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-08-23,2022-12-19
LAPD,Leyand International Tbk.,2001-07-17,3966350139.0,Pengembangan,Infrastructures,50,198317506950.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-07-17,2022-12-16
LCGP,Eureka Prima Jakarta Tbk.,2007-07-13,5630000914.0,Pengembangan,Properties & Real Estate,114,641820104196.0,,,,,2007-07-13,2022-12-16
LCKM,LCK Global Kedaton Tbk.,2018-01-16,1000000000.0,Pengembangan,Infrastructures,280,280000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-01-16,2022-12-19
LEAD,Logindo Samudramakmur Tbk.,2013-12-11,4049616328.0,Utama,Energy,72,291572375616.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-12-11,2022-12-19
LFLO,Imago Mulia Persada Tbk.,2021-04-07,1307734937.0,Akselerasi,Consumer Cyclicals,58,75848626346.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-04-07 09:00:00,2022-12-19 15:00:00,2021-04-07,2022-12-19
LIFE,Asuransi Jiwa Sinarmas MSIG Tb,2019-07-09,2100000000.0,Utama,Financials,5525,11602500000000.0,2021-11-01 09:00:00,2022-12-09 15:59:00,2020-04-16 09:00:00,2022-12-09 16:00:00,2019-07-09,2022-12-16
LINK,Link Net Tbk.,2014-06-02,2863195484.0,Utama,Infrastructures,2780,7959683445520.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-06-02,2022-12-19
LION,Lion Metal Works Tbk.,1993-08-20,520160000.0,Utama,Industrials,490,254878400000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
LMAS,Limas Indonesia Makmur Tbk,2001-12-28,787851525.0,Pengembangan,Technology,50,39392576250.0,2021-11-01 09:00:00,2022-07-29 15:59:00,2020-04-16 09:00:00,2022-07-29 16:00:00,2001-12-28,2022-12-16
LMPI,Langgeng Makmur Industri Tbk.,1994-10-17,1008517669.0,Pengembangan,Consumer Cyclicals,126,127073226294.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
LMSH,Lionmesh Prima Tbk.,1990-06-04,96000000.0,Pengembangan,Basic Materials,635,60960000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
LPCK,Lippo Cikarang Tbk,1997-07-24,2679600000.0,Utama,Properties & Real Estate,925,2478630000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
LPGI,Lippo General Insurance Tbk.,1997-07-22,150000000.0,Utama,Financials,5850,877500000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
LPIN,Multi Prima Sejahtera Tbk,1990-02-05,425000000.0,Pengembangan,Consumer Cyclicals,398,169150000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
LPKR,Lippo Karawaci Tbk.,1996-06-28,70898018369.0,Utama,Properties & Real Estate,83,5884535524627.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
LPLI,Star Pacific Tbk,1989-10-23,1170432803.0,Pengembangan,Properties & Real Estate,284,332402916052.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
LPPF,Matahari Department Store Tbk.,1989-10-09,2626148780.0,Utama,Consumer Cyclicals,4970,13051959436600.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
LPPS,Lenox Pasifik Investama Tbk.,1994-03-28,2588250000.0,Pengembangan,Financials,81,209648250000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
LRNA,Eka Sari Lorena Transport Tbk.,2014-04-15,350000022.0,Pengembangan,Transportation & Logistic,187,65450004114.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-04-15,2022-12-19
LSIP,PP London Sumatra Indonesia Tb,1996-07-05,6822863965.0,Utama,Consumer Non-Cyclicals,1015,6925206924475.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
LTLS,Lautan Luas Tbk.,1997-07-21,1560000000.0,Utama,Basic Materials,1350,2106000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
LUCK,Sentral Mitra Informatika Tbk.,2018-11-28,715749640.0,Pengembangan,Technology,130,93047453200.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-11-28,2022-12-19
LUCY,Lima Dua Lima Tiga Tbk.,2021-05-05,1035000200.0,Akselerasi,Consumer Cyclicals,199,205965039800.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-05-05 09:00:00,2022-12-19 15:00:00,2021-05-05,2022-12-19
MABA,Marga Abhinaya Abadi Tbk.,2017-06-22,15365229912.0,Pengembangan,Consumer Cyclicals,50,768261495600.0,,,,,2017-06-22,2022-12-16
MAGP,Multi Agro Gemilang Plantation,2013-01-16,9000000004.0,Pengembangan,Consumer Non-Cyclicals,50,450000000200.0,2021-11-01 09:00:00,2022-07-15 15:59:00,2020-04-16 09:00:00,2022-07-15 16:00:00,2013-01-16,2022-12-16
MAIN,Malindo Feedmill Tbk.,2006-02-10,2238750000.0,Utama,Consumer Non-Cyclicals,535,1197731250000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2006-02-10,2022-12-19
MAMI,Mas Murni Indonesia Tbk,1994-02-09,12299117590.0,Utama,Consumer Cyclicals,50,614955879500.0,,,2020-04-16 09:00:00,2022-04-15 16:00:00,2001-04-16,2022-12-16
MAPA,Map Aktif Adiperkasa Tbk.,2018-07-05,2850400000.0,Pengembangan,Consumer Cyclicals,3810,10860024000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-07-05,2022-12-19
MAPB,MAP Boga Adiperkasa Tbk.,2017-06-21,2170922900.0,Pengembangan,Consumer Cyclicals,1800,3907661220000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-06-21,2022-12-19
MAPI,Mitra Adiperkasa Tbk.,2004-11-10,16600000000.0,Utama,Consumer Cyclicals,1335,22161000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2004-11-10,2022-12-19
MARI,Mahaka Radio Integra Tbk.,2016-02-11,5252644000.0,Pengembangan,Consumer Cyclicals,149,782643956000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2016-02-11,2022-12-19
MARK,Mark Dynamics Indonesia Tbk.,2017-07-12,3800000310.0,Utama,Industrials,590,2242000182900.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-07-12,2022-12-19
MASA,Multistrada Arah Sarana Tbk.,2005-06-09,9182946945.0,Utama,Consumer Cyclicals,2230,20477971687350.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2005-06-09,2022-12-19
MASB,Bank Multiarta Sentosa Tbk.,2021-06-30,1226910070.0,Pengembangan,Financials,3570,4380068949900.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-06-30 09:00:00,2022-12-19 15:00:00,2021-06-30,2022-12-19
MAYA,Bank Mayapada Internasional Tb,1997-08-29,11714045161.0,Utama,Financials,540,6325584386940.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MBAP,Mitrabara Adiperdana Tbk.,2014-07-10,1227271952.0,Pengembangan,Energy,7425,9112494243600.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-07-10,2022-12-19
MBSS,Mitrabahtera Segara Sejati Tbk,2011-04-06,1750026639.0,Utama,Energy,1200,2100031966800.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-04-06,2022-12-19
MBTO,Martina Berto Tbk.,2011-01-13,1070000000.0,Utama,Consumer Non-Cyclicals,123,131610000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2011-01-13,2022-12-19
MCAS,M Cash Integrasi Tbk.,2017-11-01,867933300.0,Pengembangan,Technology,7975,6921768067500.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-11-01,2022-12-19
MCOL,Prima Andalan Mandiri Tbk.,2021-09-07,3555560000.0,Utama,Energy,7125,25333365000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-09-07 09:00:00,2022-12-19 15:00:00,2021-09-07,2022-12-19
MCOR,Bank China Construction Bank I,2007-07-03,37540533209.0,Utama,Financials,82,3078323723138.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2007-07-03,2022-12-19
MDIA,Intermedia Capital Tbk.,2014-04-11,39215538400.0,Utama,Consumer Cyclicals,52,2039207996800.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2014-04-11,2022-12-19
MDKA,Merdeka Copper Gold Tbk.,2015-06-19,22904850815.0,Pengembangan,Basic Materials,4290,98261809996350.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2015-06-19,2022-12-19
MDKI,Emdeki Utama Tbk.,2017-09-25,2530150002.0,Utama,Basic Materials,187,473138050374.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-09-25,2022-12-19
MDLN,Modernland Realty Tbk.,1993-01-18,12533067322.0,Utama,Properties & Real Estate,88,1102909924336.0,2021-12-20 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MDRN,Modern Internasional Tbk.,1991-07-16,7632167798.0,Utama,Industrials,50,381608389900.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-16
MEDC,Medco Energi Internasional Tbk,1994-10-12,25136231252.0,Utama,Energy,1110,27901216689720.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MEDS,Hetzer Medical Indonesia Tbk.,2022-08-10,1562500000.0,Pengembangan,Healthcare,155,242187500000.0,2022-08-10 09:00:00,2022-12-19 15:59:00,2022-08-10 09:00:00,2022-12-19 15:00:00,2022-08-10,2022-12-19
MEGA,Bank Mega Tbk.,2000-04-17,11623514905.0,Utama,Financials,5475,63638744104875.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MERK,Merck Tbk.,1981-07-23,448000000.0,Pengembangan,Healthcare,4830,2163840000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
META,Nusantara Infrastructure Tbk.,2001-07-18,17710708194.0,Utama,Infrastructures,121,2142995691474.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-07-18,2022-12-19
MFIN,Mandala Multifinance Tbk.,2005-09-06,2650000000.0,Pengembangan,Financials,1690,4478500000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2005-09-06,2022-12-19
MFMI,Multifiling Mitra Indonesia Tb,2010-12-29,757581000.0,Pengembangan,Industrials,795,602276895000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2010-12-29,2022-12-19
MGLV,Panca Anugrah Wisesa Tbk.,2021-06-08,1904207270.0,Akselerasi,Consumer Cyclicals,69,131390301630.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2021-06-08 09:00:00,2022-12-19 15:00:00,2021-06-08,2022-12-19
MGNA,Magna Investama Mandiri Tbk.,2014-07-08,1003080977.0,Pengembangan,Financials,50,50154048850.0,,,,,2014-07-08,2022-12-16
MGRO,Mahkota Group Tbk.,2018-07-12,3554445700.0,Utama,Consumer Non-Cyclicals,795,2825784331500.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-07-12,2022-12-19
MICE,Multi Indocitra Tbk.,2005-12-21,600000000.0,Pengembangan,Consumer Cyclicals,498,298800000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2005-12-21,2022-12-19
MIDI,Midi Utama Indonesia Tbk.,2010-11-30,2882353000.0,Pengembangan,Consumer Non-Cyclicals,3160,9108235480000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2010-11-30,2022-12-19
MIKA,Mitra Keluarga Karyasehat Tbk.,2015-03-24,14246349500.0,Utama,Healthcare,3050,43451365975000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2015-03-24,2022-12-19
MINA,Sanurhasta Mitra Tbk.,2017-04-28,6562500000.0,Pengembangan,Consumer Cyclicals,71,465937500000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-04-28,2022-12-19
MIRA,Mitra International Resources ,1997-01-30,3961452039.0,Pengembangan,Transportation & Logistic,50,198072601950.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MITI,Mitra Investindo Tbk.,1997-07-16,2442988366.0,Pengembangan,Energy,160,390878138560.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MKNT,Mitra Komunikasi Nusantara Tbk,2015-10-26,5500000000.0,Pengembangan,Consumer Cyclicals,50,275000000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2015-10-26,2022-12-16
MKPI,Metropolitan Kentjana Tbk.,2009-07-10,948194000.0,Pengembangan,Properties & Real Estate,19175,18181619950000.0,2022-01-17 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2009-07-10,2022-12-19
MKTR,Menthobi Karyatama Raya Tbk.,2022-11-08 00:00:00,12000000000.0,Pengembangan,Consumer Non-Cyclicals,126,1512000000000.0,2022-11-08 09:00:00,2022-12-19 15:59:00,2022-11-08 09:00:00,2022-12-19 15:00:00,2022-11-09,2022-12-19
MLBI,Multi Bintang Indonesia Tbk.,1981-12-15,2107000000.0,Utama,Consumer Non-Cyclicals,8850,18646950000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MLIA,Mulia Industrindo Tbk,1994-01-17,1323000000.0,Pengembangan,Industrials,560,740880000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MLPL,Multipolar Tbk.,1989-11-06,15682323987.0,Utama,Industrials,116,1819149582492.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MLPT,Multipolar Technology Tbk.,2013-07-08,1875000000.0,Utama,Technology,2070,3881250000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-07-08,2022-12-19
MMIX,Multi Medika Internasional Tbk,2022-12-06 00:00:00,2400000000.0,Pengembangan,Healthcare,284,681600000000.0,2022-12-06 09:00:00,2022-12-19 15:59:00,2022-12-06 09:00:00,2022-12-19 15:00:00,2022-12-06,2022-12-19
MMLP,Mega Manunggal Property Tbk.,2015-06-12,6889134608.0,Pengembangan,Properties & Real Estate,472,3251671534976.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2015-06-12,2022-12-19
MNCN,Media Nusantara Citra Tbk.,2007-06-22,15049787710.0,Utama,Consumer Cyclicals,745,11212091843950.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2007-06-22,2022-12-19
MOLI,Madusari Murni Indah Tbk.,2018-08-30,2724036581.0,Pengembangan,Basic Materials,246,670112998926.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-08-30,2022-12-19
MORA,Mora Telematika Indonesia Tbk.,2022-08-08,23646668691.0,Utama,Infrastructures,565,13360367810415.0,2022-08-08 09:00:00,2022-12-19 15:59:00,2022-08-08 09:00:00,2022-12-19 15:00:00,2022-08-08,2022-12-19
MPMX,Mitra Pinasthika Mustika Tbk.,2013-05-29,4462963276.0,Utama,Consumer Cyclicals,1165,5199352216540.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2013-05-29,2022-12-19
MPOW,Megapower Makmur Tbk.,2017-07-05,816997053.0,Pengembangan,Infrastructures,89,72712737717.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2017-07-05,2022-12-19
MPPA,Matahari Putra Prima Tbk.,1992-12-21,8477734948.0,Utama,Consumer Non-Cyclicals,151,1280137977148.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MPRO,Maha Properti Indonesia Tbk.,2018-10-09,9942500000.0,Pengembangan,Properties & Real Estate,1565,15560012500000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-10-09,2022-12-16
MRAT,Mustika Ratu Tbk.,1995-07-27,428000000.0,Utama,Consumer Non-Cyclicals,795,340260000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MREI,Maskapai Reasuransi Indonesia ,1989-09-04,517791681.0,Pengembangan,Financials,4740,2454332567940.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
MSIN,MNC Digital Entertainment Tbk.,2018-06-08,11444400000.0,Utama,Consumer Cyclicals,4810,55047564000000.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2018-06-08,2022-12-19
MSKY,MNC Sky Vision Tbk.,2012-07-09,1994370480.0,Utama,Consumer Cyclicals,220,438761505600.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2012-07-09,2022-12-19
MTDL,Metrodata Electronics Tbk.,1990-04-09,12276884585.0,Utama,Technology,525,6445364407125.0,2021-11-01 09:00:00,2022-12-19 15:59:00,2020-04-16 09:00:00,2022-12-19 15:00:00,2001-04-16,2022-12-19
